x_minimo,x_maximo,y_minimo,y_maximo,peso_da_placa,area_pixels,perimetro_x,perimetro_y,soma_da_luminosidade,maximo_da_luminosidade,comprimento_do_transportador,tipo_do_aço_A300,tipo_do_aço_A400,espessura_da_chapa_de_aço,temperatura,index_de_bordas,index_vazio,index_quadrado,index_externo_x,indice_de_bordas_x,indice_de_bordas_y,indice_de_variacao_x,indice_de_variacao_y,indice_global_externo,log_das_areas,log_indice_x,log_indice_y,indice_de_orientaçao,sigmoide_das_areas,minimo_da_luminosidade,falha_1,falha_2,falha_3,falha_4,falha_5,falha_6,falha_outros,num_falhas
843.0,633.0,6712.0,6724.0,100,98.0,14.0,12.0,9016.0,102.0,1356.0,False,True,40.0,68.04480406337339,0.7434,0.0926,0.75,0.0066,0.6429,1.0,-0.1038796438017059,-0.0754054126945843,1.0,1.9912,0.9542,1.0792,0.25,0.215,82,False,False,False,False,True,False,True,2
1331.0,1336.0,4270168.0,4270218.0,100,177.0,15.0,50.0,17388.0,126.0,1360.0,True,False,100.0,75.964160284971,0.0353,0.292,0.1,0.0037,0.3333,1.0,-0.139718926071077,-0.139718926071077,1.0,2.248,0.699,1.699,0.9,0.4138,65,True,False,False,False,True,False,False,2
767.0,835.0,1553913.0,1553931.0,100,71.0,8.0,19.0,7972.0,125.0,1623.0,True,False,100.0,91.66986698025062,0.971,0.3426,0.3333,0.0037,0.75,0.9474,0.0725886814698102,0.0725886814698102,1.0,1.8513,0.7782,1.2553,0.6667,0.215,99,True,False,False,False,False,False,False,1
41.0,210.0,1457758.0,4440576.0,100,5688.0,303.0,154.0,598976.0,125.0,1356.0,False,True,40.0,83.5889016101163,0.0605,0.4572,0.3669,0.1246,0.5578,0.4026,-0.5739840733973394,0.4260159266026606,0.0,3.755,2.2279,1.7924,-0.6331,1.0,43,False,False,True,False,False,False,False,1
5261.0,643.0,1969029.0,1969068.0,100,365.0,39.0,40.0,39229.0,126.0,1710.0,True,False,70.0,96.3153741096369,0.7322,0.4495,0.4359,0.0099,0.4359,0.975,-0.5174753497539099,-0.5174753497539099,1.0,2.5623,1.2305,1.5911,0.5641,0.9172,91,False,False,False,False,True,False,True,2
435.0,729.0,4737382.0,4737394.0,100,1851.0,304.0,87.0,201109.0,132.0,1352.0,True,False,100.0,94.7626907914194,0.6435,0.4753,0.0408,0.2175,0.9671,0.1379,-0.1686862587722918,-0.1686862587722918,0.0,3.2674,2.4683,1.0792,-0.9592,1.0,947,False,False,False,False,False,False,True,1
1214.0,1222.0,737538.0,737568.0,100,147.0,28.0,31.0,16908.0,133.0,1362.0,False,True,175.0,55.70088544924066,0.2056,0.3875,0.2667,0.0059,0.2857,0.9677,0.6961506638996728,-0.3038493361003271,1.0,2.1673,0.9031,1.4771,0.7333,0.3977,105,False,True,False,False,False,False,False,1
7734.0,1103.0,4532922.0,4532948.0,100,364.0,99.0,60.0,41956.0,133.0,1358.0,True,False,70.0,82.57370946111853,0.3756,0.6111,0.7222,0.0265,0.3636,0.4333,0.0942741997785821,0.0942741997785821,0.0,2.5611,1.5563,1.415,-0.2778,0.9856,99,False,False,False,False,False,True,False,1
39.0,195.0,1863816.0,1312948.0,100,13037.0,623.0,387.0,1505833.0,143.0,1402.0,False,True,40.0,82.62650604632742,0.0556,0.5647,0.8125,0.1113,0.2504,0.4961,-0.2724072226563632,0.7275927773436368,1.0,4.1152,2.1931,2.2833,0.1875,1.0,35,False,False,True,False,False,False,False,1
828.0,633.0,21571832.0,2451296.0,100,67.0,13.0,24.0,8107.0,134.0,1364.0,False,True,40.0,79.77175244144762,0.76,0.3232,0.8182,0.0067,0.6923,1.0,-0.4229931243819694,-0.5439226424653265,1.0,1.8261,0.9542,1.0414,0.1818,0.2051,112,False,False,False,False,True,True,False,2
205.0,228.0,1094338.0,1094348.0,100,74.0,32.0,12.0,9115.0,141.0,1366.0,True,False,69.0,75.6553531020835,0.3002,0.6783,0.4348,0.0168,0.7188,0.8333,0.4396946306764662,0.4396946306764662,0.0,1.8692,1.3617,1.0,-0.5652,0.3819,110,False,False,False,False,False,False,True,1
41.0,218.0,2698232.0,2698294.0,100,6327.0,275.0,148.0,660291.0,126.0,1358.0,False,True,40.0,95.62086852075429,0.0604,0.4235,0.3503,0.1303,0.6436,0.4189,-0.0677328901459606,0.9322671098540392,0.0,3.8012,2.248,1.7924,-0.6497,1.0,40,False,False,True,False,True,False,False,2
142.0,155.0,1723382.0,1312948.0,100,60.0,20.0,11.0,6260.0,117.0,1360.0,True,False,70.0,79.72967823992063,0.2088,0.5385,0.7692,0.0096,0.65,0.9091,0.1515571274866993,0.2996227066064593,0.0,1.7781,1.1139,1.0,-0.2308,0.2408,96,False,True,False,False,True,False,False,2
81.0,216.0,425023.0,425176.0,100,5027.0,748.0,403.0,611544.0,143.0,1358.0,True,False,70.0,48.63055589367991,0.1193,0.7566,0.8824,0.0994,0.1805,0.3796,0.572575544135963,-0.427424455864037,1.0,3.7013,2.1303,2.1847,0.1177,1.0,93,False,True,False,False,True,False,False,2
932.0,943.0,3020344.0,3020360.0,100,128.0,12.0,16.0,13996.0,126.0,1687.0,False,True,50.0,75.57437737692423,0.882,0.2727,0.6875,0.0065,0.9167,1.0,-0.1633148173575548,-0.1633148173575548,1.0,2.1072,1.0414,1.2041,0.3125,0.3012,88,False,False,False,False,False,True,False,1
767.0,308.0,1323717.0,1323745.0,100,222.0,25.0,24.0,25660.0,125.0,1358.0,True,False,70.0,100.71174883475936,0.433,0.4337,0.5454,0.0103,0.56,0.9655,1.0332767769129598,0.0332767769129598,1.0,2.3463,1.1461,1.4472,0.5,0.6453,104,False,True,False,False,False,False,False,1
4174.0,817.0,151240.0,151265.0,100,168.0,32.0,25.0,16759.0,134.0,1372.0,False,True,70.0,68.8295733923845,0.809,0.5908,0.52,0.0095,0.4063,1.0,-0.3452980732266908,-0.3452980732266908,1.0,2.1239,1.1139,1.3979,0.48,0.5378,114,False,False,False,False,False,False,True,1
1578.0,1592.0,178458.0,178484.0,100,168.0,36.0,29.0,18671.0,124.0,1692.0,False,True,300.0,92.17536135788936,0.1182,0.5385,0.5385,0.0083,0.3889,0.8965,0.1127094055037015,0.1127094055037015,1.0,2.2253,1.1461,1.415,0.4615,0.6015,99,False,False,False,False,True,False,True,2
275.0,299.0,1133715.0,1133734.0,100,318.0,39.0,32.0,39911.0,140.0,1364.0,False,True,40.0,90.4247105895708,0.4032,0.3026,0.7917,0.0176,0.6154,0.5938,-0.1801916069756415,-0.1801916069756415,0.0,2.5024,1.3802,1.2787,-0.2083,0.7359,116,False,False,False,False,False,False,True,1
251.0,633.0,961360.0,961371.0,100,67.0,11.0,11.0,7550.0,125.0,1364.0,True,False,70.0,77.44115374613213,0.368,0.3232,0.8182,0.0066,0.8182,1.0,0.2602298743195849,0.4591742686562317,1.0,1.8261,0.9542,1.0414,0.1818,0.2051,99,False,False,False,False,True,True,False,2
4579.0,630.0,2113679.0,1312948.0,100,926.0,113.0,146.0,98616.0,126.0,1364.0,False,True,70.0,81.89099546411043,0.9076,0.4194,0.0759,0.0081,0.0974,0.9931,-0.180511983668819,-0.180511983668819,1.0,2.9666,1.0414,2.1614,0.9241,0.9998,92,False,False,False,False,True,False,False,1
284.0,357.0,2286293.0,2286298.0,100,168.0,73.0,17.0,24816.0,134.0,1364.0,False,True,40.0,79.30337415672844,0.4177,0.4466,0.0685,0.0537,1.0,0.2941,0.5556834553526813,0.5556834553526813,0.0,2.3054,1.8633,0.699,-0.9315,0.6031,116,False,False,False,False,False,False,True,1
2874.0,422.0,289647.0,289665.0,100,355.0,25.0,58.0,46882.0,143.0,1360.0,False,False,70.0,74.7267412197261,0.5397,0.6414,0.3273,0.0404,0.4741,0.3103,0.1574874545233022,0.3083295164528233,1.0,2.5502,1.7404,1.2553,-0.6727,0.9899,123,False,False,False,False,False,False,True,1
39.0,212.0,862475.0,862693.0,100,168.0,794.0,495.0,17836.0,142.0,1400.0,False,True,40.0,73.31462940638613,0.0557,0.5398,0.7936,0.1236,0.2179,0.4404,0.1468991269373064,0.2927839058459779,1.0,4.2395,2.238,2.3385,0.2064,1.0,975,False,False,True,False,True,False,False,2
767.0,357.0,1747625.0,1747660.0,100,314.0,84.0,50.0,38597.0,140.0,1356.0,False,False,70.0,94.20667034153632,0.4749,0.7437,0.5454,0.0258,0.4167,0.7,1.2467634736309567,0.2467634736309567,0.5,2.4969,1.5441,1.5441,0.0,0.9979,110,False,True,False,False,True,False,False,2
507.0,517.0,399348.0,399363.0,100,168.0,10.0,15.0,11910.0,123.0,1687.0,True,False,80.0,78.26504818943546,0.6011,0.2267,0.6667,0.0059,1.0,1.0,-0.3662530949913066,-0.3662530949913066,1.0,2.0645,1.0,1.1761,0.3333,0.266,992,False,False,False,False,True,False,True,2
1126.0,1134.0,16578476.0,2636459.0,100,59.0,11.0,10.0,6936.0,135.0,1656.0,True,False,100.0,72.27997959617502,0.6304,0.2625,0.8,0.0048,0.7273,1.0,0.0626590785014266,0.0626590785014266,1.0,1.7708,0.9031,1.0,0.2,0.1852,102,False,False,False,False,True,False,True,2
98.0,168.0,3687004.0,395722.0,100,8035.0,25.0,214.0,782154.0,134.0,1360.0,False,True,200.0,85.49179965549206,0.1441,0.4289,0.3483,0.0515,0.3704,0.9392,-0.5879010371639326,-0.5879010371639326,1.0,3.905,1.8451,2.3032,0.6517,1.0,80,False,False,False,False,True,False,True,2
85.0,96.0,1398904.0,1398914.0,100,61.0,25.0,11.0,6834.0,124.0,1358.0,True,False,70.0,84.26459618129469,0.1252,0.4455,0.9091,0.0081,0.9167,0.9091,0.6015441853304708,-0.3984558146695291,0.0,1.7853,1.0414,1.0,-0.0909,0.2173,102,False,True,False,False,False,False,False,1
41.0,232.0,844714.0,844903.0,100,168.0,755.0,497.0,17836.0,141.0,1400.0,False,True,40.0,65.07989056909798,0.0586,0.4373,0.9895,0.1364,0.253,0.3803,0.059058370760737,1.059058370760737,0.0,4.3078,2.281,2.2765,-0.0105,1.0,23,False,False,True,False,True,False,False,2
1335.0,1668.0,2191536.0,2191539.0,100,795.0,333.0,24.0,95390.0,167.0,1692.0,True,False,70.0,73.558061433024,0.0284,0.2042,0.009,0.1968,1.0,0.0484,0.2215399739986231,0.2215399739986231,0.0,2.9004,2.5224,0.4771,-0.991,0.9905,77,False,False,False,False,True,False,True,2
74.0,80.0,16673887.0,2615309.0,100,62.0,13.0,14.0,6764.0,126.0,1358.0,True,False,70.0,63.01201622927742,0.109,0.2619,0.4286,0.0044,0.4615,1.0,0.0514104843569911,0.0514104843569911,1.0,1.7924,0.7782,1.1461,0.5714,0.1892,97,False,False,False,False,False,False,True,1
1365.0,1374.0,4174907.0,4174926.0,100,115.0,9.0,19.0,9441.0,109.0,1387.0,False,True,50.0,105.50128981753387,0.0188,0.3275,0.4737,0.0065,1.0,1.0,0.0702237158251202,0.1802103124631727,1.0,2.0607,0.9542,1.2787,0.5263,0.2942,44,True,False,False,False,False,False,True,2
4.0,17.0,2445033.0,2445050.0,100,168.0,19.0,24.0,5940.0,77.0,1358.0,True,False,70.0,76.3726227453649,0.0059,0.5611,0.7647,0.0096,0.6842,1.0,0.152975690994232,0.301705418510684,1.0,1.9868,1.1139,1.2305,0.2353,0.3678,47,False,True,False,False,True,False,False,2
6681.0,832.0,928256.0,928264.0,100,53.0,9.0,24.0,9033.0,181.0,1387.0,False,True,70.0,73.23208827172523,0.8003,0.1719,1.0,0.0058,0.8889,1.0,-0.4435565971102282,0.5564434028897718,0.5,1.7243,0.9031,0.9031,0.0,0.1696,1239,False,False,True,False,True,False,False,2
767.0,1619.0,1671950.0,1671963.0,100,69.0,10.0,14.0,5361.0,93.0,1656.0,True,False,80.0,74.99832755720224,0.0447,0.3365,0.6154,0.0048,0.8,0.9286,-0.2159532625184126,-0.2159532625184126,1.0,1.8389,0.9031,1.1139,0.3846,0.2105,63,False,False,False,False,False,False,True,1
41.0,58.0,8055612.0,997556.0,100,128.0,38.0,27.0,16028.0,134.0,1400.0,False,True,40.0,72.45810440911295,0.0586,0.4622,0.8235,0.0121,0.4474,0.5185,-0.1381916312879362,0.8618083687120638,0.0,2.1072,1.2305,1.1461,-0.1765,0.3945,120,False,False,True,False,False,False,False,1
41.0,189.0,1853169.0,1312948.0,100,10880.0,649.0,409.0,1245114.0,141.0,1400.0,False,True,40.0,78.16968340158074,0.0586,0.5676,0.8706,0.1057,0.228,0.4157,0.1846057161733356,0.34814410780562,1.0,4.0366,2.1703,2.2304,0.1294,1.0,33,True,False,True,False,False,False,False,2
41.0,209.0,4639210.0,4639275.0,100,5828.0,296.0,169.0,618846.0,127.0,1364.0,False,True,40.0,92.35086322270833,0.0604,0.4663,0.3869,0.1237,0.5676,0.3846,0.1030854868705384,1.1030854868705384,0.0,3.7655,2.2253,1.8129,-0.6131,1.0,48,False,False,True,False,True,False,False,2
61.0,213.0,7783272.0,1312948.0,100,168.0,157.0,95.0,417036.0,127.0,1362.0,False,True,40.0,80.97340384351322,0.0896,0.4759,0.3158,0.1116,0.9682,0.5053,-0.5289120466088202,0.4710879533911798,0.0,3.5825,2.1818,1.6812,-0.6842,1.0,784,False,False,True,False,False,False,False,1
155.0,187.0,1457758.0,673281.0,100,129.0,50.0,25.0,16937.0,141.0,1364.0,False,False,50.0,66.12397682772206,0.2289,0.6335,0.3438,0.0236,0.64,0.44,-0.5263958158012503,-0.6957367947427802,0.0,2.1106,1.5051,1.0414,-0.6563,0.5822,123,False,False,False,False,False,False,True,1
3888.0,734.0,684933.0,685134.0,100,16521.0,926.0,591.0,1992604.0,149.0,1400.0,False,True,70.0,68.52007104995957,0.0557,0.8817,0.2892,0.4964,0.7505,0.3401,-0.1155246841248949,0.8844753158751051,1.0,4.218,2.842,2.3032,-0.7108,1.0,21,False,False,True,False,True,False,False,2
3616.0,655.0,5303273.0,5303295.0,100,336.0,30.0,25.0,35912.0,127.0,1362.0,False,False,70.0,81.74604664183391,0.931,0.2727,0.9546,0.0154,0.7,0.88,-0.2030766000917876,-0.2030766000917876,1.0,2.5263,1.3222,1.3424,0.0454,0.7436,79,False,False,False,False,True,True,False,2
767.0,1360.0,4807459.0,1312948.0,100,135.0,12.0,24.0,13096.0,109.0,1387.0,False,True,50.0,71.67421868612475,0.0389,0.25,0.45,0.0065,0.75,0.9524,0.028055824207991,0.11830009879935,1.0,2.1303,0.9542,1.301,0.55,0.3068,838,False,False,False,False,False,True,False,1
436.0,453.0,9983054.0,1120571.0,100,369.0,18.0,34.0,41469.0,148.0,1364.0,False,True,150.0,78.09181294667687,0.5169,0.3616,0.5,0.0101,0.9444,1.0,0.3092998567487853,0.3092998567487853,1.0,2.567,1.2305,1.5315,0.5,0.8627,52,False,False,False,False,True,False,True,2
1644.0,1661.0,1554711.0,1554760.0,100,468.0,25.0,54.0,41524.0,101.0,1692.0,True,False,70.0,106.45701587583306,0.0366,0.4382,0.3469,0.01,0.2429,0.9074,0.2793840357348595,0.2793840357348595,1.0,2.6702,1.2305,1.6902,0.6531,0.9718,80,False,False,False,False,False,False,True,1
39.0,178.0,21748360.0,2627391.0,100,7998.0,558.0,24.0,889727.0,140.0,1400.0,False,True,40.0,69.94295263376573,0.0557,0.6448,0.858,0.0993,0.2491,0.4723,-0.2517652569667915,0.7482347430332085,1.0,3.903,2.143,2.2095,0.142,1.0,49,False,False,True,False,False,False,False,1
6.0,14.0,393457.0,393488.0,100,196.0,11.0,31.0,22532.0,134.0,1687.0,False,True,200.0,65.53802919788487,0.0071,0.2097,0.2581,0.0047,0.7273,1.0,-0.0927637127553643,-0.0927637127553643,1.0,2.2923,0.9031,1.4914,0.7419,0.4106,97,False,False,False,False,False,False,True,1
185.0,199.0,387402.0,387414.0,100,75.0,23.0,12.0,8535.0,127.0,1356.0,True,False,70.0,72.5973357586067,0.2729,0.5536,0.8571,0.0103,0.6087,1.0,1.0993790294210692,0.0993790294210691,0.0,1.8751,1.1461,1.0792,-0.1429,0.2901,104,False,True,False,False,False,False,False,1
253.0,265.0,220228.0,220253.0,100,200.0,30.0,24.0,18651.0,108.0,1692.0,False,True,300.0,62.00828046184159,0.2991,0.3333,0.48,0.0071,0.4,1.0,0.2926635381367077,0.2926635381367077,1.0,2.301,1.0792,1.3979,0.52,0.4963,66,False,False,False,False,False,False,True,1
10.0,21.0,1457758.0,204953.0,100,135.0,16.0,23.0,8781.0,86.0,1356.0,True,False,70.0,92.86104027802098,0.0148,0.3864,0.55,0.0081,0.6875,0.8696,0.856247728646413,-0.1437522713535869,1.0,2.1303,1.0414,1.301,0.45,0.3663,46,False,True,False,False,False,False,False,1
69.0,81.0,1457758.0,2001794.0,100,119.0,20.0,18.0,11516.0,117.0,1364.0,True,False,70.0,68.40701561857192,0.1021,0.4491,0.6667,0.0089,0.6,1.0,0.9443023070008548,-0.0556976929991451,1.0,2.0756,1.0792,1.2553,0.3333,0.3601,84,False,True,False,False,False,False,False,1
39.0,173.0,2616577.0,2616725.0,100,8344.0,558.0,338.0,945879.0,141.0,1400.0,False,False,40.0,70.26035093490371,0.0557,0.5793,0.9054,0.0957,0.2401,0.4379,-0.3319004922018084,0.6680995077981915,1.0,3.9214,2.1271,2.1703,0.0946,1.0,52,False,False,True,False,False,False,False,1
6808.0,976.0,2690125.0,2690135.0,100,67.0,25.0,24.0,6947.0,119.0,1690.0,True,False,70.0,66.66569782853588,0.845,0.2556,0.9,0.0053,0.6923,1.0,-0.3588619872242012,-0.3588619872242012,1.0,1.8261,0.9542,1.0,0.1,0.1954,84,False,False,False,False,True,True,False,2
22.0,31.0,1457758.0,2097270.0,100,60.0,15.0,13.0,5573.0,103.0,1354.0,False,False,70.0,63.08345100433424,0.0325,0.4872,0.6923,0.0066,0.6,1.0,1.2437577467182594,0.2437577467182594,1.0,1.7781,0.9542,1.1139,0.3077,0.2253,81,False,True,False,False,False,False,False,1
1129.0,1137.0,1207379.0,1207406.0,100,101.0,27.0,27.0,11776.0,133.0,1694.0,False,True,70.0,79.45148901154481,0.6576,0.5324,0.2963,0.0047,0.2963,1.0,0.4068720085712469,0.4068720085712469,1.0,2.0043,0.9031,1.4314,0.7037,0.3601,104,False,False,False,False,False,False,True,1
990.0,633.0,1973168.0,1973176.0,100,59.0,8.0,8.0,6543.0,122.0,1622.0,True,False,70.0,72.48832068910227,0.7694,0.0781,1.0,0.0049,1.0,1.0,-0.0216030364741001,-0.0216030364741001,0.5,1.7708,0.9031,0.9031,0.0,0.1696,93,False,False,False,False,False,True,False,1
1287.0,1302.0,3204829.0,3204845.0,100,191.0,17.0,16.0,20590.0,133.0,1627.0,False,True,40.0,61.95307743833546,0.3995,0.2042,0.9375,0.0092,0.8824,1.0,0.3010598693676072,0.3010598693676072,1.0,2.281,1.1761,1.2041,0.0625,0.3977,67,False,False,False,False,False,False,True,1
615.0,623.0,1457758.0,2197376.0,100,111.0,21.0,24.0,12919.0,127.0,1366.0,False,True,100.0,76.27784414390405,0.9004,0.4219,0.3333,0.0059,0.381,1.0,0.1084908075142902,0.1084908075142902,1.0,2.0453,0.9031,1.3802,0.6667,0.3241,106,False,False,False,False,True,False,False,1
63.0,92.0,1457758.0,1312948.0,100,58.0,29.0,10.0,7618.0,165.0,1690.0,True,False,70.0,83.65660841574689,0.0746,0.3333,0.1035,0.0172,1.0,0.3,-0.1935359263815372,-0.1935359263815372,0.0,1.7634,1.4624,0.4771,-0.8965,0.1923,100,False,False,False,False,False,False,True,1
3170.0,373.0,929482.0,929513.0,100,213.0,42.0,39.0,20512.0,118.0,1374.0,False,True,70.0,75.58014014453663,0.5196,0.5706,0.5161,0.0116,0.381,0.7949,0.1084186816525241,0.1084186816525241,1.0,2.3284,1.2041,1.4914,0.4839,0.7844,80,False,False,False,False,False,False,True,1
767.0,149.0,356611.0,356625.0,100,170.0,39.0,20.0,22467.0,141.0,1362.0,False,True,100.0,85.99281447473346,0.1836,0.494,0.5833,0.0176,0.6154,0.7,0.089072117208267,0.2078832292750273,0.0,2.2304,1.3802,1.1461,-0.4167,0.556,123,False,False,False,False,False,True,False,1
1215.0,1232.0,1545468.0,1545486.0,100,184.0,25.0,22.0,22708.0,135.0,1628.0,False,True,120.0,96.98536107727782,0.4865,0.3987,0.9444,0.0104,0.4048,0.8182,-0.0107478117329854,-0.0107478117329854,1.0,2.2648,1.2305,1.2553,0.0556,0.5063,115,False,False,False,False,False,True,False,1
1134.0,1145.0,5798193.0,5798213.0,100,143.0,20.0,21.0,16538.0,134.0,1362.0,False,True,40.0,88.1449479325066,0.3187,0.35,0.55,0.0081,0.55,0.9524,0.4693930967442018,0.4693930967442018,1.0,2.1553,1.0414,1.301,0.45,0.3663,104,False,False,False,False,True,True,False,2
39.0,218.0,965451.0,965599.0,100,16821.0,670.0,425.0,1972773.0,141.0,1398.0,False,True,40.0,82.15851695602154,0.0558,0.365,0.8268,0.128,0.2672,0.3482,-0.7859235312269233,0.2140764687730767,0.0,4.2259,2.2529,2.1703,-0.1732,1.0,29,False,False,True,False,True,False,False,2
767.0,864.0,519257.0,519266.0,100,57.0,10.0,24.0,9848.0,183.0,1387.0,False,True,40.0,88.12194125453792,0.7541,0.2083,0.8889,0.0058,0.8,0.8182,0.2465707513125671,1.2465707513125672,1.0,1.7559,0.9031,0.9542,0.1111,0.1773,161,False,False,True,False,False,False,False,1
6032.0,1047.0,603596.0,603608.0,100,80.0,12.0,12.0,9136.0,133.0,1358.0,False,True,70.0,102.27112889501537,0.458,0.2593,0.75,0.0066,0.75,1.0,-0.3728541480157819,-0.4703094116237094,1.0,1.9031,0.9542,1.0792,0.25,0.215,100,False,False,False,False,False,True,False,1
767.0,219.0,1704636.0,1704704.0,100,6625.0,351.0,173.0,686356.0,124.0,1358.0,False,True,40.0,65.58752017559146,0.0604,0.4527,0.382,0.1311,0.5071,0.3931,-0.0897022051397602,0.9102977948602398,0.0,3.8212,2.2504,1.8325,-0.618,1.0,951,False,False,True,False,False,False,False,1
1116.0,1151.0,4387848.0,4387862.0,100,175.0,53.0,32.0,20658.0,134.0,1364.0,True,False,80.0,86.32718906318948,0.3123,0.6429,0.4,0.0257,0.6604,0.4375,0.0275282329606506,0.0275282329606506,0.0,2.243,1.5441,1.1461,-0.6,0.7776,104,False,False,False,False,True,True,False,2
1312.0,1322.0,35038393.0,4118372.0,100,77.0,15.0,14.0,8558.0,119.0,1364.0,False,True,40.0,70.0304787957704,0.0415,0.45,0.7143,0.0074,0.6667,1.0,-0.5962706743802678,-0.5962706743802678,1.0,1.8865,1.0,1.1461,0.2857,0.2532,104,False,False,False,False,False,True,False,1
1250.0,153.0,310621.0,310797.0,100,168.0,365.0,268.0,287273.0,143.0,1394.0,False,True,70.0,82.41716794067518,0.1621,0.676,0.2273,0.0287,0.1096,0.6567,0.3652420443864282,0.6133514313460314,1.0,3.3581,1.6021,2.2455,0.7727,1.0,113,False,False,False,False,False,False,True,1
63.0,82.0,287835.0,287869.0,100,400.0,49.0,42.0,35427.0,101.0,1356.0,True,False,70.0,66.7791532788509,0.0929,0.3808,0.5588,0.014,0.3878,0.8095,1.107133771453524,0.1071337714535239,1.0,2.6021,1.2787,1.5315,0.4412,0.9082,78,False,True,False,False,False,False,False,1
39.0,633.0,409491.0,409539.0,100,3920.0,25.0,88.0,407163.0,125.0,1360.0,False,True,40.0,87.55897736055724,0.0573,0.3995,0.3529,0.1,0.8193,0.5454,0.4433682134224548,1.4433682134224548,0.0,3.5933,2.1335,1.6812,-0.6471,1.0,45,False,False,True,False,True,False,False,2
449.0,549.0,2212600.0,2212608.0,100,368.0,110.0,35.0,43968.0,133.0,1356.0,False,True,40.0,82.79924690604828,0.6622,0.54,0.08,0.0737,0.9091,0.2286,-0.1554810654820942,-0.1554810654820942,0.0,2.5659,2.0,0.9031,-0.92,0.965,111,True,False,False,False,False,False,True,2
